intensity	intU	qVal
5460.4077	61.585003	0.6825
5797.6968	111.16817	0.685
6242.4419	10.794725	0.6875
6261.8623	58.412392	0.69
6657.1313	100.97243	0.6925
6909.4575	125.51868	0.69499999
7472.4521	43.238331	0.69749999
7749.3271	102.64228	0.69999999
8427.3184	110.05472	0.70249999
8840.251	98.972832	0.70499998
9654.2549	27.942762	0.70749998
10273.438	99.457474	0.70999998
10989.39	8.7341251	0.71249998
11910.975	54.676888	0.71499997
12806.215	124.846	0.71749997
14057.849	17.961006	0.72000003
15078.748	42.208134	0.72250003
16332.574	132.41461	0.72500002
17356.334	334.31143	0.72750002
18243.477	7.7671232	0.73000002
18888.35	33.279827	0.73250002
19686.277	125.84245	0.73500001
20158.828	304.45044	0.73750001
20147.348	36.438606	0.74000001
19987.455	167.87808	0.74250001
19461.018	113.68414	0.745
18469.424	219.43921	0.7475
17461.943	8.0387373	0.75
16240.764	133.20447	0.7525
15294.399	123.96674	0.755
14099.237	168.34509	0.75749999
13164.044	22.890526	0.75999999
12209.623	20.201933	0.76249999
11212.466	149.97638	0.76499999
10314.078	190.0538	0.76749998
9535.9316	69.723221	0.76999998
8732.6494	69.092651	0.77249998
8255.0127	11.950612	0.77499998
7835.7803	35.148006	0.77749997
7367.125	131.51363	0.77999997
6886.978	50.693176	0.78250003
6259.749	39.598427	0.78500003
6195.1475	71.844437	0.78750002
5700.8696	117.32938	0.79000002
5393.3989	71.593376	0.79250002
5211.8579	85.771568	0.79500002
4862.9468	58.822311	0.79750001
4701.5957	67.60833	0.80000001
4750.9941	2.4300311	0.80250001
4441.7593	18.889738	0.80500001
4259.6616	119.22261	0.8075
4060.4326	52.195465	0.81
3978.3589	141.8145	0.8125
3892.4973	133.05006	0.815
3697.6924	43.842552	0.8175
3634.1831	11.73572	0.81999999
3471.3376	10.217767	0.82249999
3474.4529	70.617134	0.82499999
3461.1475	7.1154332	0.82749999
3340.3442	3.3280818	0.82999998
3257.8784	1.5879668	0.83249998
3264.2356	10.160395	0.83499998
3078.5818	38.775093	0.83749998
3020.1792	88.767044	0.83999997
3026.2915	95.898613	0.84249997
2950.7515	99.202759	0.84500003
2977.8093	39.779526	0.84750003
2901.0906	48.743793	0.85000002
2811.4104	151.18555	0.85250002
2896.2795	53.433086	0.85500002
2841.5967	2.8473308	0.85750002
2882.4016	143.96159	0.86000001
2789.2847	32.815056	0.86250001
2640.1768	8.2771692	0.86500001
2635.925	20.556896	0.86750001
2664.3093	1.2591684	0.87
2708.6294	94.439445	0.8725
2632.6245	67.666946	0.875
2570.6333	19.633108	0.8775
2615.0088	35.435589	0.88
2620.416	9.4056683	0.88249999
2565.6753	21.81069	0.88499999
2555.1272	3.7278202	0.88749999
2614.6106	55.42543	0.88999999
2548.4084	25.196703	0.89249998
2461.1008	0.81514513	0.89499998
2504.2478	18.194481	0.89749998
2572.2776	41.282608	0.89999998
2534.3621	5.2520838	0.90249997
2454.5466	60.30278	0.90499997
2420.761	34.170139	0.90750003
2496.3774	37.043938	0.91000003
2597.0989	86.690117	0.91250002
2559.7375	66.25351	0.91500002
2477.6187	70.429466	0.91750002
2560.7573	46.836781	0.92000002
2532.4802	31.012375	0.92250001
2487.5383	4.5887327	0.92500001
2329.2607	9.9109154	0.92750001
2589.6709	47.204815	0.93000001
2474.4194	11.142364	0.9325
2585.1233	17.367849	0.935
2579.0479	1.1684288	0.9375
2640.9351	35.466534	0.94
2613.3381	21.905052	0.9425
2580.0085	71.557976	0.94499999
2611.2734	90.01609	0.94749999
2542.1699	32.122307	0.94999999
2650.2095	32.887135	0.95249999
2637.5291	14.896123	0.95499998
2682.8228	19.408363	0.95749998
2744.8157	14.320572	0.95999998
2646.1416	71.981339	0.96249998
2775.0393	68.876396	0.96499997
2757.3892	3.1430585	0.96749997
2811.6689	2.3316646	0.97000003
2858.4736	120.46734	0.97250003
2882.8628	0.84659326	0.97500002
2919.8066	99.700447	0.97750002
2915.1086	12.38142	0.98000002
2973.3801	62.615646	0.98250002
3083.8477	71.506752	0.98500001
3122.78	18.58526	0.98750001
3093.123	23.977049	0.99000001
3129.3572	32.913551	0.99250001
3162.0962	6.8260651	0.995
3209.252	49.782528	0.9975
3382.7766	40.487022	1
3404.5359	2.9705083	1.0025001
3449.6646	76.607147	1.005
3477.9756	12.619273	1.0075001
3557.0176	7.3394761	1.01
3662.9893	123.96993	1.0125
3663.6631	33.263065	1.015
3674.5291	56.248211	1.0175
3888.6128	38.506508	1.02
3876.6792	36.131794	1.0225
4075.7773	79.468941	1.025
4162.4023	59.172821	1.0275
4187.5327	30.815527	1.03
4090.6892	82.983398	1.0325
4436.5781	100.67413	1.035
4511.9341	40.48872	1.0375
4664.0181	14.714867	1.04
4861.9355	85.239487	1.0425
5006.8037	20.938112	1.045
5238.6689	136.78928	1.0475
5237.4487	77.34095	1.05
5363.0986	34.487408	1.0525
5514.4336	93.904091	1.0549999
5762.7739	15.343857	1.0575
6039.7471	27.855183	1.0599999
6057.8535	97.489204	1.0625
6308.3335	88.841148	1.0650001
6351.2266	26.877621	1.0675
6582.5635	87.006821	1.0700001
6784.0874	90.947479	1.0725
7150.5767	75.275932	1.075
7281.397	53.310581	1.0775
7328.3481	4.7620955	1.08
7478.2065	41.639595	1.0825
7786.3901	28.362366	1.085
7970.0737	138.38225	1.0875
8326.4795	36.516613	1.09
8374.0039	12.529963	1.0925
8354.8027	402.24527	1.095
8480.8047	9.736002	1.0975
8573.5957	147.53748	1.1
8486.9287	37.69664	1.1025
8689.3193	95.99012	1.105
8702.6426	4.3652949	1.1075
8699.2656	52.958389	1.11
8580.0684	194.44594	1.1125
8691.3213	31.532925	1.115
8587.251	102.40884	1.1174999
8391.8936	209.81825	1.12
8526.2109	63.268383	1.1224999
8320.2061	3.9976399	1.125
8159.48	7.4033642	1.1275001
7930.5747	103.90269	1.13
7914.1709	17.758694	1.1325001
7585.9634	14.138479	1.135
7483.3833	121.82305	1.1375
7367.6567	13.626187	1.14
7162.6113	37.405071	1.1425
6814.1699	132.7644	1.145
6715.9507	161.09447	1.1475
6535.1777	66.256027	1.15
6369.2837	113.86678	1.1525
6111.8408	6.0616655	1.155
6145.9141	7.6599646	1.1575
5770.2192	42.0047	1.16
5780.4199	7.5593376	1.1625
5344.7529	66.50238	1.165
5412.1885	34.908947	1.1675
5288.4355	40.539005	1.17
4953.6704	27.270819	1.1725
4885.8003	75.25695	1.175
4810.7461	131.30008	1.1775
4560.6279	78.967155	1.1799999
4615.3745	30.111031	1.1825
4425.5737	48.631191	1.1849999
4357.3594	48.766106	1.1875
4148.7314	57.339031	1.1900001
4093.2583	33.233078	1.1925
4212.0347	152.75223	1.1950001
4021.6741	17.943972	1.1975
3781.6428	153.02007	1.2
3858.4558	66.882233	1.2025
3683.2644	33.638794	1.205
3654.9299	22.356915	1.2075
3624.7153	51.776798	1.21
3592.2358	55.63821	1.2125
3601.6121	16.048441	1.215
3471.396	70.819321	1.2175
3455.1958	130.36902	1.22
3419.0107	15.912388	1.2225
3324.7119	12.943022	1.225
3335.5876	1.2868193	1.2275
3277.0017	94.568344	1.23
3182.8567	19.116837	1.2325
3093.3491	25.66605	1.235
3129.7056	49.943016	1.2375
3176.687	1.0675659	1.24
3076.918	33.285709	1.2424999
3050.0269	1.2198991	1.245
3135.9666	37.073685	1.2474999
2885.4241	74.265572	1.25
2918.4736	25.33721	1.2525001
2910.7771	10.402595	1.255
2877.3186	21.314524	1.2575001
2951.5027	66.532013	1.26
2961.6499	22.506166	1.2625
2819.76	90.553619	1.265
2878.231	39.805603	1.2675
2869.1431	109.00614	1.27
2737.209	23.785236	1.2725
2872.3743	9.3444204	1.275
2660.0923	54.792229	1.2775
2776.666	6.5150948	1.28
2805.0542	20.324785	1.2825
2793.0642	152.039	1.285
2783.1416	14.661043	1.2875
2858.3083	18.840336	1.29
2753.5415	144.06195	1.2925
2725.8184	33.078815	1.295
2758.4341	2.7004039	1.2975
2719.6829	87.873238	1.3
2826.717	32.495995	1.3025
2791.324	8.1184711	1.3049999
2838.9607	32.299595	1.3075
2891.2395	30.068003	1.3099999
2837.2266	21.431198	1.3125
2824.6392	85.890854	1.3150001
2897.803	50.742348	1.3175
2926.4346	10.370724	1.3200001
2920.1804	59.046757	1.3225
2991.4268	111.3986	1.325
2852.6729	6.7281556	1.3275
3014.9517	5.4867783	1.33
3027.0718	21.515533	1.3325
2971.4893	39.757843	1.335
2964.6733	14.357972	1.3375
3095.9062	38.935303	1.34
3066.0916	20.487619	1.3425
2982.6475	29.341026	1.345
3129.447	23.8799	1.3475
3081.5938	32.579014	1.35
3150.4453	88.909431	1.3525
3162.6111	4.7228351	1.355
3259.2002	6.1891747	1.3575
3260.1301	8.4276714	1.36
3223.772	4.4574723	1.3625
3334.6223	56.441422	1.365
3350.0957	5.2342949	1.3674999
3379.1475	50.805248	1.37
3395.0068	104.72644	1.3724999
3407.2153	10.220613	1.375
3448.26	121.77079	1.3775001
3469.5532	109.85394	1.38
3573.1479	29.567621	1.3825001
3578.7957	70.595116	1.385
3640.3804	51.950459	1.3875
3635.791	47.663467	1.39
3729.6011	14.824599	1.3925
3776.1479	102.59071	1.395
3779.3101	41.906067	1.3975
3891.6697	12.472272	1.4
3857.4988	105.92297	1.4025
4007.5786	23.965899	1.405
3980.3323	41.101521	1.4075
3974.26	147.10817	1.41
4009.4917	39.246147	1.4125
4012.4536	48.11729	1.415
4037.9209	35.296898	1.4175
4160.3608	14.611901	1.42
4187.771	103.19712	1.4225
4317.7998	105.05293	1.425
4200.5288	41.89785	1.4275
4335.2915	32.876858	1.4299999
4336.5449	96.883003	1.4325
4513.1045	59.091732	1.4349999
4386.3237	89.410797	1.4375
4583.1479	51.484509	1.4400001
4482.915	40.00116	1.4425
4592.3755	36.85397	1.4450001
4655.0063	61.321747	1.4475
4614.9912	38.048702	1.45
4698.7241	58.26712	1.4525
4684.8872	79.443222	1.455
4740.8247	25.023968	1.4575
4684.8486	38.487938	1.46
4812.3193	118.28202	1.4625
4695.4893	7.1391969	1.465
4756.0156	50.695042	1.4675
4918.8472	59.739105	1.47
4615.3604	54.74976	1.4725
4783.3438	72.875481	1.475
4873.709	50.948997	1.4775
4882.9731	51.409477	1.48
4810.0972	17.559912	1.4825
4880.8403	20.638083	1.485
4794.0137	57.361629	1.4875
4900.0215	40.740868	1.49
4866.167	64.128914	1.4924999
4750.1016	40.847897	1.495
4845.5132	18.444824	1.4974999
4717.2427	7.0800967	1.5
4559.2051	12.577904	1.5025001
4722.8032	24.399006	1.505
4828.7104	36.406448	1.5075001
4625.2266	5.933497	1.51
4696.2822	35.808502	1.5125
4572.6362	89.143074	1.515
4413.7197	98.192207	1.5175
4566.1509	39.33334	1.52
4511.647	70.647667	1.5225
4541.9956	70.730301	1.525
4409.7563	52.906933	1.5275
4419.2124	97.706635	1.53
4297.3857	14.332404	1.5325
4241.6216	61.005623	1.535
4136.4785	79.773819	1.5375
4255.5361	27.065325	1.54
4049.5964	55.479713	1.5425
4144.8335	2.6748285	1.545
4141.9409	5.2176681	1.5475
4066.8835	85.082954	1.55
3933.5798	29.913746	1.5525
4019.1887	64.190948	1.5549999
3905.6152	10.637156	1.5575
3927.9055	36.397686	1.5599999
3783.8423	147.73767	1.5625
3794.3962	39.244068	1.5650001
3724.4058	10.621519	1.5675
3800.3591	51.943901	1.5700001
3711.9492	161.16803	1.5725
3579.1838	70.431778	1.575
3596.895	2.4871385	1.5775
3648.9016	28.831514	1.58
3551.2983	79.236549	1.5825
3550.9399	62.068615	1.585
3461.167	13.21995	1.5875
3437.9402	98.501808	1.59
3427.1162	42.799515	1.5925
3303.6484	15.990945	1.595
3418.0378	31.878979	1.5975
3343.9109	31.880644	1.6
3323.2119	37.735874	1.6025
3271.8921	92.870399	1.605
3368.6475	95.501457	1.6075
3082.4377	29.088469	1.61
3243.6057	88.935799	1.6125
3129.0447	33.771404	1.615
3252.1201	16.66123	1.6174999
3185.9553	38.153194	1.62
3210.6868	57.633991	1.6224999
3189.2896	6.6951022	1.625
3047.0032	18.539677	1.6275001
3077.085	42.308537	1.63
3084.5969	43.509171	1.6325001
3033.4722	107.96405	1.635
2998.8022	69.923798	1.6375
2990.4719	185.5168	1.64
2911.551	35.194458	1.6425
3074.6777	34.790909	1.645
3022.8892	42.532528	1.6475
3079.5334	61.076889	1.65
3007.1604	68.981812	1.6525
2927.1968	34.041729	1.655
2926.4736	104.47265	1.6575
2968.2842	23.002668	1.66
2971.3425	35.175152	1.6625
2954.6338	15.640549	1.665
2899.8633	58.986835	1.6675
2909.7141	110.61294	1.67
2920.1138	33.048771	1.6725
2971.6025	0.27830678	1.675
2949.4292	21.921597	1.6775
2961.6272	34.555676	1.6799999
2927.4299	20.122551	1.6825
2965.5784	7.3259239	1.6849999
2942.426	11.537424	1.6875
2863.6326	8.9588556	1.6900001
2908.0349	26.147011	1.6925
2885.8564	6.328383	1.6950001
2872.7874	57.541698	1.6975
2940.2568	43.926636	1.7
2932.0388	8.0955057	1.7025
2907.7065	13.240372	1.705
3023.4387	85.828606	1.7075
2931.7014	5.4250951	1.71
3070.6826	0.81478488	1.7125
2923.0769	119.33085	1.715
2934.9824	26.596493	1.7175
3008.9661	23.010447	1.72
3003.4983	65.996979	1.7225
2960.4285	4.8441348	1.725
3045.9849	75.550316	1.7275
2996.3621	16.828653	1.73
2943.4517	38.206024	1.7325
2998.1895	35.508522	1.735
2968.4668	90.473351	1.7375
3019.9961	21.744192	1.74
3043.1189	26.161829	1.7424999
3000.2981	13.86363	1.745
2986.5959	23.857172	1.7474999
3098.7639	31.744034	1.75
3016.4465	62.670391	1.7525001
3144.5278	8.4450207	1.755
2991.5891	9.092741	1.7575001
2967.5483	7.7947378	1.76
2990.5571	17.214911	1.7625
3052.4858	24.178986	1.765
3099.0352	19.883171	1.7675
3148.1411	32.567295	1.77
3079.1729	26.661938	1.7725
3033.314	19.804346	1.775
3072	69.263237	1.7775
3133.105	0.22677287	1.78
3093.5845	10.823465	1.7825
3114.0017	43.282364	1.785
3062.688	13.767774	1.7875
3100.4294	36.215172	1.79
3157.76	5.8638053	1.7925
3181.1968	36.318928	1.795
3180.2625	8.9452105	1.7975
3070.5161	40.925377	1.8
3100.1936	54.749084	1.8025
3179.2239	1.143797	1.8049999
3226.6321	27.697504	1.8075
3262.9885	34.146275	1.8099999
3248.6892	10.801441	1.8125
3247.6606	9.4685354	1.8150001
3147.6272	38.013111	1.8175
3138.4773	94.668991	1.8200001
3068.2031	68.557755	1.8225
3163.1475	78.849327	1.825
3235.5432	96.538101	1.8275
3180.478	110.89518	1.83
3183.594	55.567146	1.8325
3266.7695	8.5944443	1.835
3236.6982	68.280594	1.8375
3239.5691	10.932559	1.84
3093.3101	30.510839	1.8425
3224.0588	21.521692	1.845
3210.8877	86.417747	1.8475
3173.2275	21.580069	1.85
3213.1057	48.594692	1.8525
3264.707	79.750671	1.855
3114.2231	65.576202	1.8575
3190.5928	120.3788	1.86
3223.5598	58.179852	1.8625
3157.354	83.135605	1.865
3137.3245	72.259064	1.8674999
3227.5232	58.898777	1.87
3322.323	47.946037	1.8724999
3181.9668	81.623169	1.875
3173.7056	8.9046249	1.8775001
3149.521	32.409103	1.88
3232.8352	5.8452396	1.8825001
3058.4526	36.882458	1.885
3144.3987	13.286757	1.8875
3106.5349	12.608501	1.89
3084.7266	23.824764	1.8925
3138.9731	92.242241	1.895
3079.8513	68.658485	1.8975
3114.812	13.26368	1.9
3084.2166	15.469266	1.9025
3019.8813	28.495113	1.905
3134.8774	12.065345	1.9075
3025.6416	36.309246	1.91
2998.7556	0.80461812	1.9125
3061.7969	132.42906	1.915
3040.6155	108.14182	1.9175
3005.0737	20.878473	1.92
2965.1411	3.1134706	1.9225
3069.2163	35.590397	1.925
2878.0044	88.473473	1.9275
3019.8123	17.781822	1.9299999
2976.0806	6.7877989	1.9325
2887.6223	44.332737	1.9349999
2980.0833	15.075746	1.9375
2955.7986	41.664665	1.9400001
2981.5312	24.097195	1.9425
2861.1626	127.51933	1.9450001
2923.6248	58.889233	1.9475
2835.5415	28.172712	1.95
2820.2119	56.907898	1.9525
2857.0784	73.729729	1.955
2787.8232	1.5193288	1.9575
2884.4841	36.683201	1.96
2843.9158	99.131371	1.9625
2843.5808	91.920792	1.965
2848.3577	0.7379986	1.9675
2683.6504	101.2048	1.97
2830.7048	60.401184	1.9725
2845.6509	4.8366098	1.975
2804.9661	11.831585	1.9775
2811.8418	47.288967	1.98
2804.6345	7.3910871	1.9825
2795.9712	34.306473	1.985
2684.6235	16.34613	1.9875
2793.969	7.2232494	1.99
2826.7876	49.231998	1.9924999
2761.0193	121.18196	1.995
2644.7244	47.117619	1.9974999
2650.3918	17.695248	2
2586.1099	51.488811	2.0025001
2680.1208	54.370022	2.0050001
2666.5137	20.37969	2.0074999
2591.5964	84.159378	2.01
2703.6311	48.905754	2.0125
2564.1995	22.014168	2.0150001
2689.772	27.838968	2.0174999
2703.447	7.0763416	2.02
2626.217	61.76281	2.0225
2561.0972	12.736593	2.0250001
2579.2947	5.8176112	2.0274999
2554.4114	2.5490084	2.03
2614.0454	34.320244	2.0325
2609.4465	24.214485	2.0350001
2551.9438	3.0984063	2.0374999
2557.1106	62.568905	2.04
2532.9617	10.788148	2.0425
2563.8506	18.007116	2.0450001
2604.3491	7.4822168	2.0474999
2516.4141	43.651398	2.05
2597.9968	22.617777	2.0525
2435.9229	53.57439	2.0550001
2459.4517	71.051392	2.0574999
2503.2332	31.810238	2.0599999
2583.5508	17.052589	2.0625
2541.8865	9.8584938	2.0650001
2470.5652	74.381706	2.0675001
2400.2339	1.8684254	2.0699999
2400.541	34.170837	2.0725
2478.791	88.098007	2.075
2393.9512	36.422047	2.0775001
2431.4084	30.682623	2.0799999
2479.6052	13.29414	2.0825
2407.269	3.2633905	2.085
2436.2649	49.591267	2.0875001
2552.6289	13.342775	2.0899999
2501.0264	23.079144	2.0925
2518.083	137.48289	2.095
2482.7361	29.295649	2.0975001
2434.5891	11.85401	2.0999999
2441.9287	70.497978	2.1025
2358.9531	47.409985	2.105
2440.9219	57.655945	2.1075001
2479.2678	18.718273	2.1099999
2438.8333	41.720066	2.1125
2453.0139	20.036671	2.115
2461.4709	47.706356	2.1175001
2362.7524	47.196468	2.1199999
2498.8411	99.7314	2.1224999
2397.9312	102.26298	2.125
2399.9204	88.162537	2.1275001
2487.6904	34.410545	2.1300001
2325.488	38.232952	2.1324999
2358.8303	72.722595	2.135
2380.2747	54.729179	2.1375
2424.8376	39.639923	2.1400001
2313.3154	12.418069	2.1424999
2279.9248	43.345539	2.145
2403.7563	40.972088	2.1475
2381.4241	19.173937	2.1500001
2428.5613	51.186874	2.1524999
2362.9338	44.869278	2.155
2322.8079	15.666307	2.1575
2319.3071	34.92144	2.1600001
2279.2937	108.15318	2.1624999
2352.7612	27.757938	2.165
2428.8354	5.2988367	2.1675
2382.2786	62.96212	2.1700001
2335.3699	4.1401505	2.1724999
2351.8193	26.28409	2.175
2293.6055	72.397888	2.1775
2396.3438	20.248077	2.1800001
2392.3538	16.470901	2.1824999
2278.3369	8.0687895	2.1849999
